avg_risk_3d,risk_slope,sleep_avg_3d,sleep_variance_3d,screen_avg_3d,screen_spike,negative_emotion_count_3d,label
0.7858906600000001,0.06813852999999992,4.143033649653577,0.021844095296968884,332.3333333333333,21.666666666666686,3,1
0.80311181,0.5482099,4.652282852189841,0.4621529475529991,360.6666666666667,-11.666666666666686,3,1
0.9642868400000001,-0.08115989000000001,4.628439208075384,0.4777142158413544,372.0,41.0,3,1
0.9027622966666667,-0.16809854999999996,4.6014598687956765,0.5123676292910425,388.6666666666667,15.333333333333314,3,1
0.88206693,0.002598710000000004,4.151184640808584,0.024171363602323054,433.0,49.0,3,1
0.90693385,0.17801449999999996,3.8005417885632298,0.18094443558887893,395.6666666666667,-94.66666666666669,3,1
0.9681380833333333,0.07760025000000004,4.003570559061058,0.3168706533565367,384.6666666666667,-13.666666666666686,3,1
0.9570476833333333,-0.10527324999999998,3.844043735521805,0.2913716427285235,350.6666666666667,29.333333333333314,3,1
0.9567960333333333,-0.00635315000000003,4.206321702221671,0.10630718684025313,388.6666666666667,26.333333333333314,3,0
0.7111128266666666,-0.62617817,5.120172634497524,2.388877908796541,325.6666666666667,-143.66666666666669,2,0
0.45965835,-0.85888173,5.900832815036462,1.491001945846997,269.3333333333333,-58.333333333333314,1,0
0.14219512666666667,-0.22169319999999998,6.466919148974157,0.3344144550320023,242.33333333333334,91.66666666666666,0,1
0.3765045333333334,0.8311134800000001,5.685353153326126,0.28062211378214713,320.0,95.0,1,1
0.6439828066666666,0.89594276,5.519610223260053,0.19598643714071176,352.0,-45.0,2,1
0.96150058,0.02793190000000001,4.625905574866079,0.9142996969076314,386.3333333333333,50.666666666666686,3,1
0.9698016799999999,0.05358196000000004,3.9798387959237456,1.3455777207321653,413.6666666666667,83.33333333333331,3,1
0.99084065,0.006506349999999994,3.368249177685693,0.10067358395654134,486.3333333333333,38.666666666666686,3,1
0.99191465,0.006250599999999995,3.6834303235836536,0.27544715879092085,541.3333333333334,60.66666666666663,3,1
0.9960413366666666,0.002845109999999984,4.216807281873458,0.11537714366775671,606.6666666666666,86.33333333333337,3,1
0.9967244633333334,0.0053337300000000365,4.214806864594058,0.11715506304837497,551.0,-193.0,3,1
0.9986305966666666,-0.00041106000000001863,4.397612296756237,0.20631620704656076,509.3333333333333,-32.333333333333314,3,1
0.9959184766666667,-0.00734063000000007,4.3898854608423905,0.20330595938786766,445.3333333333333,55.666666666666686,3,1
0.9956037466666666,-0.0013288599999999873,4.155455404574054,0.6046015471737952,459.3333333333333,-59.333333333333314,3,1
0.9307852133333334,-0.1867302999999999,4.36593970989622,0.9747658124408064,384.6666666666667,-131.66666666666669,3,1
0.9017350133333334,-0.09354704000000003,5.405360235841104,3.574213488591292,370.6666666666667,88.33333333333331,3,0
